ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
15875,2-07-027397-0,,,français,"Le roi des aulnes | Texte imprimé | roman | Michel Tournier,...",,['Gallimard'],1989,395 p. | 21 cm,,,,Tournier,Michel,1924-2016,Livre pour adulte,8,339.0,25,8,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,"['Tournier, Michel']",,,,,
159079,,,,,Sur les ailes du condor | Enregistrement sonore,,['Arion'],1985,1 compact,,,,,,,Disque compact,1,122.0,0,1,['M913 Musiques du monde: Amerique latine sauf Bresil'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Calchakis (Los)'],
989589,978-2-84670-541-7,,9782846705417,français,"Idées reçues sur l'Inde contemporaine | Texte imprimé | Pascale Haag, Blandine Ripert",,['le Cavalier bleu éd.'],impr. 2014,"1 vol. (183 p.) | ill., carte, couv. ill. en coul. | 21 cm",Idées reçues | [Grand angle] | 1964-700X,,,Haag,Pascale,1965-....,Livre pour adulte,10,145.0,20,10,['D905 Histoire: autre pays'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,"['Haag, Pascale']","Ripert, Blandine",,,,
159974,2-264-04076-9,,,français,Crime unlimited | Texte imprimé | l'histoire de Harry Starks | Jake Arnott | trad. de l'anglais par Colette Carrière,,['10-18'],2005,414 p. | couv. ill. en coul. | 18 cm,10-18 | Domaine étranger,,,Arnott,Jake,1961-....,Livre pour adulte,1,38.0,1,1,['LBRI Litterature britannique'],"[""LPOL Roman policier, roman d'espionnage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Arnott, Jake']",,"Carrière, Colette",,,
354851,2-914147-31-7,,9782914147316,français,Bartók et le folklore imaginaire | Texte imprimé | Jean-François Boukobza,,['Cité de la musique'],impr. 2005,"1 vol. (143 p.) | mus., couv. ill. | 19 cm",Analyse et esthétique,,,Boukobza,Jean-François,1965-....,Livre de Fonds spécialisés,3,114.0,4,3,['D707 Musique'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Boukobza, Jean-François']",,,,,
366645,2-211-03332-6,,,français,"New York alibi | Texte imprimé | Susie Morgenstern, Gill Rosner | ill. de Susie Morgenstern",,"[""l'Ecole des loisirs""]",1988,170 p. | ill. | 22 cm,Neuf,,,Morgenstern,Susie,1945-....,Livre jeunesse,6,144.0,3,6,['LFRA Litterature francaise'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Morgenstern, Susie']",,"Rosner, Gill",,,
1146303,,,3475001054784,,"Opération Casse-noisette 2 | Images animées | The Nut Job 2 : Nutty by Nature | Cal Brunker, réal. | Peter Lepeniotis, adapt. | Heitor Pereira, comp. | Scott Bindley, Cal Brunker, Bob Barlen, scénario",,['M6 vidéo [éd.]'],2018,"1 DVD 2 couches sur une simple face (01 h 27 mn) | 1.85:1, 16/9, coul., (PAL), Son. (Dolby Digital 5.1; français; anglais)",,,,,,,DVD jeunesse,9,37.0,0,9,['CNAM Cinema nord-americain'],"[""CANI Film d'animation""]",,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,"Brunker;Lepeniotis;Bindley;Barlen;Pereira, Cal;Peter;Scott;Bob;Heitor",,,
1149086,978-2-7011-9662-6,,9782701196626,français,"Guide des traces d'animaux | France et Europe | 280 espèces, 650 photos | Muriel Chazel & Luc Chazel | ouvrage publié sous la direction de Guillaume Eyssartier",,['Belin'],2017,1 vol. (447 p.) | illustrations en noir et en couleur | 23 x 13 cm,Références nature,,,Chazel,Muriel,1968-....,Livre pour adulte,1,3.0,0,1,['D507 Zoologie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Chazel, Muriel']","Chazel, Luc","Eyssartier, Guillaume",,,
1150370,978-2-221-19780-6,,9782221197806,français,L'appât | Texte imprimé | Daniel Cole | traduit de l'anglais par Natalie Beunat,,['R. Laffont'],2018,1 vol. (478 p.) | 23 cm,La bête noire | 2431-6385,,,Cole,Daniel,1983-....,Livre pour adulte,30,72.0,0,30,['LBRI Litterature britannique'],"[""LPOL Roman policier, roman d'espionnage""]",1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,1,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,"['Cole, Daniel']",,"Beunat, Natalie",,,
1159323,978-2-03-594007-0,,9782035940070,français,Le boulot qui cache la forêt | et si vous repensiez la place du travail dans votre vie... | Mickaël Mangot,,['Larousse'],2018,1 vol. (277 p.) | illustrations en noir et blanc | 23 x 14 cm,,,,Mangot,Mickaël,1978-....,Livre pour adulte,1,,0,1,['D103 Psychologie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mangot, Mickaël']",,,,,
1159359,,,3760195734513,sans,"Unwritten | Enregistrement sonore | Flora Papadopoulos, hrp ; Johann Sebastian Bach, comp. ; Arcangelo Corelli, comp.... [et al.]",,['Outhere'],2018,1 Disque compact | 12 cm | 1 brochure,,,,,,,Disque compact,2,2.0,0,2,"[""M307 Musique classique: epoque baroque (jusqu'a 1750)""]",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1160768,978-0-241-97906-8,,9780241979068,anglais,Exit west | Texte imprimé | Mohsin Hamid,,['Penguin books'],2018,1 vol. (228 p.) | 24 cm,,,,Hamid,Mohsin,1971-....,Livre en langue étrangère,1,1.0,0,1,['LIND Litterature indienne et asiatique'],['LSFI Science-fiction'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Hamid, Mohsin']",,,,,
1162001,,,0823566451020,anglais,"The second chance | Enregistrement sonore | Sonic's Rendezvous Band, interprète",,['Differ ant [éd.]'],2016,2 disques compacts | 1 brochure,,,,,,,Disque compact,1,2.0,0,1,['M206 Punk'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"[""Sonic's Rendezvous Band""]",,
1162150,,,0880319909412;880319909412,sans,"Post-truth | Enregistrement sonore | The Black Dog, ens. instr.",,['Northern Electronic'],2018,1 Disque compact | 12 cm | 1 brochure,,,,,,,Disque compact,1,1.0,0,1,['M401 Musiques electroniques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['The Black Dog'],,
1163379,,,0752830933040;752830933040,français,Lonesome as a shadow | enregistrement sonore | Charley Crockett,,['Thirty Tigers'],2018,1 disque compact | DDD | 1 brochure,,,,Crockett,Charley,,Disque compact,1,1.0,0,1,['M912 Musiques du monde: Amerique du Nord'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Crockett, Charley']",,,,,
1143302,978-2-07-274756-4,,9782072747564,français,Lettres | Tome second | Texte imprimé | Arthur Schopenhauer | édition établie et annotée par Arthur Hübscher | traduit de l'allemand par Christian Sommer et révisé par Natacha Boulet,,['Gallimard'],2017,1 vol. (P. 750-1490 p.) | 18 cm,Folio | Essais | 632 | 0769-6418,Lettres,2,Schopenhauer,Arthur,1788-1860,Livre pour adulte,8,2.0,0,8,['D105 Oeuvres philosophiques: modernes'],['pas de code stat 2'],,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,"['Schopenhauer, Arthur']",,"Hübscher;Sommer;Boulet, Arthur;Christian;Natacha",,,
576030,,,,italien,Don Carlo | Enregistrement sonore | Herbert von Karajan,,['DG'],1995,2 compacts | ADD (mono) | 2 livrets,Festspieldokumente,,,Verdi,Giuseppe,,Disque compact,1,14.0,0,1,['M309 Musique classique: epoque romantique et post-romantique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"['Verdi, Giuseppe']",,"Ghislanzoni;Karajan;Siepi;Giulietta Simionato;Jurina, Antonio;Herbert von;Cesare;Sena",,"['Staatsoper (Vienne). Chor', 'Wiener Philharmoniker']",
576445,,,,français,Dances for four hands | Enregistrement sonore | The Cologne Piano Duo,,['Koch'],,1 compact | DDD | 1 brochure,,,,Moszkowski,Moritz,,Disque compact,1,38.0,0,1,['M309 Musique classique: epoque romantique et post-romantique'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Moszkowski, Moritz']",,,,['Das Kölner Klavier-Duo'],
576734,2-85616-585-0,,,français,Une Femme qui ne disait rien | Texte imprimé | roman | Michelle Schuller,,['Presses de la Renaissance'],1990,222 p. | couv. ill. | 21 cm,Les Romans français,,,Schuller,Michelle,,Livre pour adulte,1,2.0,0,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Schuller, Michelle']",,,,,
576806,978-2215-08-2958,,,français,"Le corps | Texte imprimé | conception, Christophe Hublet | texte, Emilie Beaumont | images : Catherine Ferrier",,"['Ed. Fleurus, cop']",2004,"1 vol. Non paginé [18 p.] | ill. en coul., couv. ill. en coul. | 21 cm",La petite imagerie | 106,,,Hublet,Christophe,,Livre jeunesse,3,164.0,24,3,['D602 Medecine et sexualite'],['pas de code stat 2'],,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"['Hublet, Christophe']",,"Beaumont;Ferrier, Emilie;Catherine",,,
578076,2-84420-407-4,,9782844204073,français,Au monde | Texte imprimé | Isabelle Simon,,['T. Magnier'],DL 2006,"1 vol. (non paginé [36] p.) | ill. en coul., couv. ill. en coul. | 24 cm",,,,Simon,Isabelle,1958-....,Livre jeunesse,1,21.0,3,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Simon, Isabelle']",,,,,
578194,2-87764-676-9,,,français,"Le réveil de Merlin | Texte imprimé | scénario, Arleston | dessins, Hübsch...",,['Soleil'],1998,"48 p. | ill. en coul., couv. ill. en coul. | 33 cm",19 | Le chant d'Excalibur. | 1,Le chant d'Excalibur.,1,Arleston,Christophe,1963-....,Bande dessinée jeunesse,1,49.0,5,1,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,"['Arleston, Christophe']",,"Hübsch, Eric",,,
57842,2-221-00055-2,,,français,Orient-express | Texte imprimé | roman | Graham Greene | traduit de l'anglais par Denyse Clairouin,,['R. Laffont'],1979,284 p. | 20 cm,19 | Œuvres complètes... / Graham Greene. | [15],Œuvres complètes... / Graham Greene.,[15],Greene,Graham,1904-1991,Livre pour adulte,1,108.0,4,2,['LBRI Litterature britannique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,"['Greene, Graham']",,"Clairouin, Denyse",,,
578748,2-07-059161-1,,,français,Bobby | Texte imprimé | Ruth Brown | [trad. d'Anne Krief],,['Gallimard jeunesse'],1995,"Non paginé [24] p. | ill. en coul., couv. ill. en coul. | 28 cm",,,,Brown,Ruth,1941-....,Livre jeunesse,10,290.0,11,12,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,1,,,1.0,,,,1.0,,,,,,,,"['Brown, Ruth']",,"Krief, Anne",,,
57880,2-7118-3330-5,,,français,"Lanternes magiques | Texte imprimé | tableaux transparents | [exposition, Paris], Musée d'Orsay, 18 septembre 1995-7 janvier 1996 | catalogue établi et réd. par Ségolène Le Men | avec la collab. de Nelly Kuntzmann, Jann Matlock, Isabelle Saint Martin... [et al.]",,['Réunion des musées nationaux'],1995,"151 p. | ill. en noir et en coul., couv. ill. en coul. | 22 cm",Les dossiers du Musée d'Orsay | 57,,,,,,Livre pour adulte,1,17.0,0,1,"['D712 Autres spectacles, radio, television, loisirs et jeux']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Men, Ségolène",,"[""Musée d'Orsay""]",
579821,,,,allemand,Lieder | Enregistrement sonore,,['EMI Electrola'],1990,1 compact | DDD | 1 brochure,,,,Schoenberg,Arnold,,Disque compact,2,72.0,2,2,['M310 Musique classique: 20eme et 21eme siecles'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Schoenberg, Arnold']","Berg, Alban","Fischer-Dieskau;Reimann, Dietrich;Aribert",,,
580048,,,3333973154683,,"Les cerfs-volants de Kaboul | Images animées | Marc Forster, réal. | Khaled Hosseini, aut. adapté | David Benioff, scénario | Alberto Iglesias, comp. | Khalid Abdalla, Homayoun Ershadi, Shaun Toub... [et al.], act.",,"['Dreamworks home entertainment [éd., distrib.]']",[DL 2008],"1 DVD vidéo monoface simple couche zone 2 (2 h 03 min) | coul. (PAL), son., surround (Dolby), stéréo",,,,,,,DVD-vidéo tous publics,14,1439.0,86,14,['CNAM Cinema nord-americain'],['pas de code stat 2'],,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,"Forster;Hosseini;Benioff;Iglesias;Abdalla;Ershadi;Toub, Marc;Khaled;David;Alberto;Khalid;Homayoun;Shaun",,,
58037,2-907888-86-2,,,français,"Les victimes du vent d'est | Texte imprimé | Manuel Lopes | trad. du portugais, Cap-Vert, par Marie-Christine Hanras et Françoise Massa",,"['Éd. Sépia', 'ICLD']",1996,"250 p. | carte, couv. ill. en coul. | 18 cm",Sépia poche,,,Lopes,Manuel,1907-....,Livre pour adulte,1,13.0,0,1,['LPOR Litterature portugaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Lopes, Manuel']",,"Hanras;Massa, Marie-Chistine;Françoise",,,
591731,,,,anglais,"Manhattan mayhem | Enregistrement sonore | a histoy of the New York Dolls | New York Dolls, groupe voc. et instr",,['Jungle'],2003,2 disques compacts | 1 brochure,,,,,,,Disque compact,1,37.0,2,1,['M206 Punk'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['New York Dolls'],
592552,978-2-251-00539-3,,9782251005393,,"Histoire romaine | Tome VI | Livre XI | Texte imprimé | le livre syriaque | Appien | texte établi et traduit par Paul Goukowsky,...",,['les Belles lettres'],2007,"1 vol. (CLVIII-175 p., pagination double p. 1-69) | ill. | 20 cm",Collection des universités de France | Série grecque | 456e,Histoire romaine.,6,Appien,,0095?-0160,Livre pour adulte,1,8.0,1,1,['LANT Litteratures antiques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,['Appien'],,"Goukowsky, Paul",,,
592777,2-217-05105-9,,,français,Le Bouquet de la cuisinière en herbe | Texte imprimé | texte et illustrations de Marthe Seguin-Fontès,,['Gautier-Languereau'],1984,"29 p. | ill. en coul., couv. ill. en coul. | 22 cm",J'ai descendu dans mon jardin,,,Seguin-Fontes,Marthe,1924-....,Livre jeunesse,1,6.0,0,1,"['D606 Cuisine, alimentation']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Seguin-Fontes, Marthe']",,,,,
592895,,,,,Vitaltechtones | Enregistrement sonore | VTT2,,['Tone Center'],2000,1 compact | 1 dépliant,,,,,,,Disque compact,1,9.0,1,1,['M109 Jazz-rock'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,['VTT2'],
592999,3-472-61358-0,,,allemand,Die Gefährten | Texte imprimé | Roman | Anna Seghers,2. Aufl.,['H. Luchterhand'],1985,155 p. | 18 cm,Sammlung Luchterhand | 358,,,Seghers,Anna,1900-1983,Livre en langue étrangère,1,11.0,0,1,['LGER Litterature germanique'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Seghers, Anna']",,,,,
593018,,,,espagnol,Canciones populares antiguas | Enregistrement sonore | C. Linares,,['Distrib. Auvidis'],1995,1 compact | DDD | 1 brochure,Flamenco vivo,,,García Lorca,Federico,,Disque compact,1,111.0,2,1,['M908 Musiques du monde: peninsule iberique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['García Lorca, Federico']",,"Linares, Carmen",,,
593980,,,,anglais,Blessed love | Enregistrement sonore | Jamaican producers 1960-1969,,['Sanctuary'],2003,1 compact | 1 dépliant,,,,,,,Disque compact,3,32.0,0,3,['M114 Reggae'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
594947,,,,français,Saintonge romane | Texte imprimé | François Eygun | avec le concours de Jean Dupont | trad. anglaise de Paul Veyriras et Jo-Anne Khnight | trad. allemande d'Hilaire de Vos,2e éd,['Zodiaque'],1979,"407 p.-217 pl. | ill., cartes, plans | 22 cm",La nuit des temps | 33,,,Eygun,François,,Livre pour adulte,3,74.0,1,3,"['D702 Urbanisme, architecture']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Eygun, François']",,"Dupont, Jean",,,
59517,,,,français,Louis-Ferdinand Céline | Texte imprimé | Frédéric Vitoux,,['Gallimard'],1973,,Les Essais CLXXX,,,Vitoux,Frédéric,,Livre pour adulte,1,8.0,2,1,['65'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Vitoux, Frédéric']",,,,,
595555,2-87129-207-8,,,français,Détective Conan | T. 13 | Texte imprimé | Gosho Aoyama | [trad. et adapté par Tisabo],,['Dargaud Bénélux-Kana'],1999,"169 p. | ill., couv. ill., jaquette ill. en coul. | 18 cm",,Détective Conan.,13,Aoyama,Gōshō,1963-....,Bande dessinée jeunesse,25,2069.0,168,27,['LMAN Mangas'],['pas de code stat 2'],1.0,,,1.0,,1.0,,,,1.0,1.0,,,,1,,1.0,1,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,,,1.0,,,,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,"['Aoyama, Gōshō']",,Tisabo,,,
596129,2-7103-0821-5,,,français,Le chant du soleil | Texte imprimé | Rûmi | éd. établie par Eva de Vitray-Meyerovitch et Marie-Pierre Chevrier,,['la Table ronde'],1997,115 p. | couv. ill. en coul. | 14 cm,Les petits livres de la sagesse | 1264-0743,,,Bakrī Balẖī,Moḥamad ibn Moḥamad ibn Ḥoseīn Ḥoseīnī H̱aṭībī,1207-1273,Livre pour adulte,1,30.0,1,1,['LIND Litterature indienne et asiatique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bakrī Balẖī, Moḥamad ibn Moḥamad ibn Ḥoseīn Ḥoseīnī H̱aṭībī']",,"Vitray-Meyerovitch;Chevrier, Eva de;Marie-Pierre",,,
596293,,,,anglais,Angel dust | Enregistrement sonore,,['distrib. Polygram'],1992,1 cassette ou 1 compact | AAD | 1 brochure,,,,,,,Disque compact,5,314.0,7,5,"['M209 Fusion de styles, rock ""inclassable""']",['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,['Faith no more'],['Faith no more'],
597380,,,,français,On ne badine pas avec la mort | Enregistrement sonore | F.F.F,,['Sony'],1996,1 cassette ou 1 compact | 1 dépliant ou 1 brochure,,,,Prince,Marco,,Disque compact,3,346.0,1,3,"[""M111 Rythm'n'blues, soul""]",['pas de code stat 2'],,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Prince, Marco']",,,,['F.F.F.'],
587985,978-2-07-076368-9,,9782070763689,français,L'histoire-caméra | Texte imprimé | Antoine de Baecque,,['Gallimard'],impr. 2008,"1 vol. (489 p.) | ill. en noir et en coul., couv. ill. en coul. | 23 cm",Bibliothèque illustrée des histoires | 0757-7486,,,Baecque,Antoine de,1962-....,Livre pour adulte,9,321.0,12,9,['D708 Cinema'],['pas de code stat 2'],,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,"['Baecque, Antoine de']",,,,,
